2025,3.56
2024,25.49
2023,15.77
2022,4.00
2021,29.57
2020,2.42
2019,10.98
2018,2.82
2017,21.91
2016,23.42
2015,-12.48
2014,27.04
2013,32.70
2012,16.82
2011,-4.73
2010,21.42
2009,2.69
2008,-31.78
2007,28.74
2006,24.11
2005,0.82
2004,4.33
2003,15.81
2002,-3.77
2001,6.48
2000,26.56
1999,-19.86
1998,52.17
1997,34.90
1996,6.23
1995,57.35
1994,24.96
1993,38.94
1992,29.83
1991,35.58
1990,-23.05
1989,84.57
1988,59.32
1987,4.61
1986,14.17
1985,93.73
1984,-2.67
1983,69.03
1982,38.39
1981,31.76
